ID,Método,Nome do Método (from Método),Passos,Nome do Passo,Descrição,Resultado
249,M017,Serious Games,Passo 14,Plano de facilitação e Plano de Voluntários,"Defina quem facilita e quem observa. Essa etapa existe para separar condução do jogo da coleta de evidência e reduzir viés.Inclua roteiro neutro, regra de não indução e regra de privacidade. 

Treine com simulação curta e repetível.","Equipe treinada, roteiro neutro pronto e plano de voluntários definido."
250,M017,Serious Games,Passo 15,Aplicação com controle de qualidade,"Execute sessões com tempo controlado e registro obrigatório por rodada. Essa etapa existe para gerar dados comparáveis.

Regra prática: se o registro está incompleto, a mesa não avança. Se houver dúvida recorrente, registre como achado de compreensão.",Sessões realizadas com registro completo por rodada e observações padronizadas.
251,M017,Serious Games,Passo 16,Debriefing estruturado,"Faça debriefing para transformar escolhas em explicação. Essa etapa existe para gerar hipóteses auditáveis.

Três perguntas obrigatórias: o que a evidência mostrou, o que não mostrou e o que precisa ser confirmado por documentos e dados.","Síntese registrada, discordâncias mapeadas e lista de evidências a solicitar definida."
252,M017,Serious Games,Passo 17,"Consolidação, curadoria e triangulação","Consolide bases, aplique curadoria mínima com log e triangule achados relevantes por risco e materialidade. 

Essa etapa existe para reduzir falso positivo e sustentar recomendação.","Base consolidada, log de curadoria concluído e plano de verificação por risco definido."
253,M017,Serious Games,Passo 18,Produtos de auditoria e devolutiva,"Feche o ciclo traduzindo os entregáveis do jogo em insumos de auditoria. Essa etapa existe para transformar participação em evidência utilizável e em encaminhamentos formais.

Organize o pacote final para uso no relatório e na interlocução. São exemplos de insumos :
1) Nota metodológica: objetivo do jogo, público, regras, versão aplicada e limites.
2) Base de dados do jogo: escolhas por rodada, prioridades e justificativas curtas, em formato exportável.
3) Log de versões e curadoria: o que mudou no jogo, quando e por quê, e o que foi tratado na base.
4) Achados: padrões identificados, trade-offs e dúvidas recorrentes, sempre com trilha de evidência.
5) Hipóteses auditáveis: lista do que precisa ser confirmado e por quais fontes (dados administrativos, documentos, inspeção).
6) Pedidos de evidência: documentos e informações a solicitar ao órgão responsável para confirmar ou explicar achados prioritários.
7) Recomendações transformativas: recomendações numeradas, com mecanismo de mudança, responsável, prazo sugerido e plano de acompanhamento.

Faça devolutiva em dois níveis: devolutiva pública com síntese sem dados sensíveis e devolutiva técnica com agenda de interlocução e registro de resposta institucional.","Devolutiva realizada, resposta institucional registrada e pacote de entregáveis de auditoria pronto."
254,M018,Living Labs,Passo 1,Enquadramento do problema e produto de auditoria,"A construção de um Living Lab começa pela definição do problema e do produto que a auditoria precisa entregar. 

Essa etapa existe para evitar um laboratório bem organizado que não vira evidência útil. Escreva um termo de abertura do ciclo com 5 itens: objetivo, hipótese testável, recorte territorial, público afetado e entregável final esperado. 

Defina também o que será considerado evidência suficiente para sustentar recomendações, como registros de campo, resultados de teste e documentos.

Exemplo adequado: testar, em um território, um ajuste de fluxo de atendimento e um pacote de comunicação para reduzir indeferimentos evitáveis do Bolsa Família por falta de informação e documentação incompleta, medindo antes e depois a taxa de exigências, a taxa de indeferimentos por motivo documental e o número de retornos do usuário ao ponto de atendimento, para gerar recomendações ao órgão responsável com base em resultados observados.


Exemplo inadequado: “melhorar o serviço” sem hipótese testável, sem recorte e sem entregável de auditoria definido.

Para auxiliar a visualizar um problema aplicável ao living lab, veja o seguinte exemplo: 

Problema - Cobertura e uso de 5G em escolas
Onde ocorre: salas de uma escola numa cidade de  interior de Santa Catarina, em horários de pico (10h–12h)
Quem é afetado: estudantes e professores que usam plataformas online
Qual efeito: aula interrompe por queda de conexão e atraso de login; professor abandona uso da plataforma
Qual evidência sustenta: observação de 3 aulas com registro de tempo de queda, prints de “sem conexão”, e relato curto do professor sobre abandono do recurso



","Termo de abertura do ciclo concluído com objetivo, hipótese, recorte, critérios de evidência e entregável final definidos."
255,M018,Living Labs,Passo 2,Definição do contexto real de teste,"Escolha onde o teste vai acontecer e qual parte do serviço será observada. Essa etapa existe porque Living Lab depende de experimentação em ambiente real, não apenas em oficina. 

Delimite o local e as condições do teste. 

Defina o que estará aberto ao público e o que será restrito.
 
Se o ambiente tiver riscos, registre condições mínimas de segurança e acesso para participantes.

Exemplo adequado: testar o protótipo em uma unidade com fluxo alto e com público diverso, em dias e horários normais de atendimento.

Exemplo inadequado: testar apenas em reunião interna, sem contato com o ambiente real e sem observação do uso.","Contexto real selecionado e delimitado, com condições de acesso e segurança registradas."
256,M018,Living Labs,Passo 3,Ecossistema de atores e papéis,"Liste os atores e atribua papéis. Essa etapa existe para organizar a colaboração e evitar lacunas operacionais.Use uma matriz de responsabilidades simples com “quem decide”, “quem executa”, “quem apoia” e “quem valida”.

Regra prática: o time de auditoria decide o que será medido e como o resultado vira recomendação; 
o órgão responsável pelo serviço executa o piloto no ambiente real; 
cidadãos participam como usuários e co-criadores; 
parceiros técnicos apoiam com método e logística. 

Nota de Atenção: 
A lógica de multiator e co-criação é central no Living Lab.

Exemplo adequado: auditoria define métricas e instrumento; órgão executa o teste; cidadãos testam e registram dificuldades; parceiro técnico apoia desenho e coleta.
Exemplo inadequado: parceiro técnico define o que medir e controla o acesso aos dados, sem autonomia do time de auditoria.",Matriz de responsabilidades definida e pontos focais nomeados por ator.
257,M018,Living Labs,Passo 4,Acordos Formais,"Formalize a governança do ciclo antes de iniciar. 

Essa etapa existe para manter controle técnico, reduzir risco jurídico e evitar disputas sobre dados e narrativa. 

Crie um acordo operacional com:
regras de decisão; 
controle de mudanças;
acesso a dados brutos; 
logs de tratamento;
calendário de entregas; e
cláusula de publicação de resultados. 

Se houver parceiro hospedeiro do laboratório, registre o que ele provê e o que ele não controla. 
Living Labs podem ser hospedados por diferentes tipos de organização, então isso precisa ficar explícito no acordo.","Acordo de governança assinado, com regras de decisão, acesso a dados, controle de mudanças e autonomia técnica registrados."
258,M018,Living Labs,Passo 5,Governança de dados e ética de participação,"Defina salvaguardas de dados antes de coletar. 

Essa etapa existe para evitar reidentificação e uso indevido, especialmente em testes em ambiente real. 

Regras mínimas: 
coleta de dados pessoais só quando indispensável; 
minimização de campos; separação de base nominal e base analítica; 
controle de acesso; retenção e descarte;
 protocolo de incidentes.

 Se houver registro audiovisual, defina consentimento, armazenamento e quem acessa.","Protocolo de dados e ética aprovado, com minimização, acesso, retenção e plano de incidentes definidos."
259,M018,Living Labs,Passo 6,Plano de participação cidadã e equidade,"Defina como cidadãos e cidadãs vão participar em cada fase. 
Essa etapa existe para evitar participação simbólica e para reduzir vieses de acesso.

Especifique: critérios de convite;
apoios práticos (transporte, alimentação, acessibilidade);
horários;
linguagem simples; e 
mediação. 

Se o público tiver barreiras, inclua participação assistida. Registre como você vai evitar que só perfis mais informados dominem as discussões.

Exemplo adequado: horários compatíveis com quem trabalha, apoio de acessibilidade, mediação para linguagem simples e participação assistida no local.
Exemplo inadequado: convite apenas por formulário online e reunião em horário comercial, excluindo parte do público.","Plano de participação concluído, com critérios, apoios, acessibilidade e estratégia de mitigação de vieses definidos."
260,M018,Living Labs,Passo 7,Diagnóstico inicial e linha de base,"Faça um diagnóstico rápido do problema antes de co-criar solução. 

Essa etapa existe para definir uma linha de base e evitar que o teste seja interpretado sem comparação.Levante dados existentes do serviço, relatos do cidadão, fluxos do atendimento e pontos de atrito. 

Registre como estava “antes” em métricas simples, como tempo, taxa de erro, desistência, ou entendimento do usuário.",Linha de base registrada e diagnóstico inicial consolidado com principais barreiras e hipóteses refinadas.
261,M018,Living Labs,Passo 8,Co-exploração com usuários em campo,"Execute co-exploração com cidadãos e cidadãs no ambiente real. 

Essa etapa existe para captar necessidades e restrições do uso, não apenas opiniões. Faça observação de jornada, entrevistas curtas e validação de problemas. 

Regra prática: cada problema identificado deve ser registrado com “onde ocorre”, “quem é afetado”, “qual efeito” e “qual evidência sustenta”.",Problemas priorizados com evidências iniciais e mapa de barreiras do usuário concluído.
262,M018,Living Labs,Passo 9,Co-criação e co-design de alternativas,"Conduza sessões de co-criação para gerar alternativas de solução e suas regras de funcionamento. 

Essa etapa existe para produzir protótipos compreensíveis e testáveis.

Produza de 2 a 5 alternativas e descreva cada uma com: 
- público alvo; 
- como funciona; 
- quais recursos exige; 
- quais riscos traz;  e
- como será testada. 

Nota de Atenção:
Evite alternativas vagas. Regra prática: se você não consegue testar em poucas semanas, a alternativa está grande demais.

Exemplo de Alternativa ao problema de cobertura de 5G em escolas: Kit de suporte e rotina de incidente

Público alvo: professores e equipe da escola
Como funciona: criar protocolo de 5 passos para quando cair, com canal de acionamento e registro de incidente
Recursos: formulário simples e treinamento de 30 minutos
Riscos: gerar subnotificação se for complexo
Como será testada: medir tempo de recuperação e número de incidentes registrado",Conjunto de alternativas definido e protótipos iniciais descritos com regras de teste e riscos.
263,M018,Living Labs,Passo 10,Plano de teste e critérios de sucesso,"Transforme o protótipo em um plano de teste. Essa etapa existe para garantir que o piloto gere evidência comparável e auditável. 

Defina: duração do teste, amostra mínima de usuários, métricas, instrumentos de coleta, responsabilidades operacionais e critérios de sucesso e falha. Inclua critério de interrupção segura, caso surja risco relevante.

","Plano de teste aprovado com métricas, amostra, instrumentos, critérios de sucesso e regra de interrupção definidos."
264,M018,Living Labs,Passo 11,Plano de voluntários e mediação,"Defina como voluntários e mediadores serão usados. Essa etapa existe para manter fluxo, acessibilidade e neutralidade.

Voluntário faz: orientar uso do protótipo, apoiar acessibilidade, registrar ocorrências e encaminhar dúvidas. 

Voluntário não faz: induzir resposta, prometer mudança, coletar dado pessoal. Treine com simulação curta e roteiro neutro.","Plano de voluntários concluído com papéis, limites, roteiro neutro e treinamento realizado."
265,M018,Living Labs,Passo 12,Implementação do piloto no ambiente real,"Coloque o protótipo em funcionamento no contexto real.

 Essa etapa existe para observar uso de verdade e não apenas intenção. 

Acompanhe diariamente sinais mínimos: adesão, falhas operacionais, dúvidas recorrentes e incidentes de dados. 

Se houver falha repetida, registre e aplique correção controlada, com versão e data.",Piloto operando com registro diário e controle de mudanças aplicado.
266,M018,Living Labs,Passo 13,Teste e avaliação com trilha de evidência,"Colete dados durante o piloto e avalie resultados. Essa etapa existe para separar percepção de efeito observado. 

Use métodos simples e replicáveis: observação, questionário curto, entrevistas, diário do usuário, contagens operacionais. Para cada resultado, registre fonte, período e limitações.","Base de avaliação consolidada com trilha de evidência, limites e qualidade do dado registrados."
267,M018,Living Labs,Passo 14,Síntese de achados e conversão em recomendações,"Produza síntese curta, com padrões e limites, e converta em recomendações e pedidos de evidência. 

Essa etapa existe para transformar teste em produto de auditoria útil.Estruture a síntese em blocos: o que foi testado, o que funcionou, o que não funcionou, quais riscos e limitações, e o que precisa ser confirmado por outras fontes. Em seguida, derive recomendações com responsável, prazo sugerido e evidência associada.","Relatório de achados concluído, com recomendações, pedidos de evidência e limites explicitados."
268,M018,Living Labs,Passo 15,"Devolutiva, resposta institucional e kit de replicação","Feche o ciclo com devolutiva e registre resposta institucional. Essa etapa existe para evitar frustração e para amarrar o Living Lab ao produto final do TCU, que é dirigido a outros órgãos.

Faça devolutiva em dois níveis:
• devolutiva pública com síntese sem dados sensíveis, deixando claros limites do teste;
• devolutiva técnica com interlocução com o órgão responsável, registrando resposta e compromissos.

Consolide os produtos de auditoria em um pacote final:
• capítulo no relatório de auditoria com método, linha de base, desenho do teste, evidências e limites;
• conjunto de achados verificáveis com trilha de evidência;
• recomendações transformativas com responsável e prazo sugerido;
• diretivas de aprimoramento quando aplicável, com evidências que sustentam a necessidade;
• pedidos de evidência e plano de acompanhamento da implementação das recomendações.

.","Devolutiva concluída, resposta institucional registrada e kit de replicação preparado."
269,M019,Crowdsourcing,Passo 1,Enquadramento do problema e decisão-alvo,"Todo processo de Crowdsourcing começa pela definição do problema e da decisão que será subsidiada.

 Essa etapa existe para evitar uma chamada pública que gera volume, mas não gera evidência utilizável.

Registre, em 1 página: objetivo do ciclo, hipótese testável, recorte territorial, público afetado, janela de coleta e entregáveis esperados.

 Se você não consegue dizer como o resultado vira achado e recomendação, ajuste o escopo antes de abrir a chamada.","Objetivo do ciclo, hipótese testável, recortes e entregáveis definidos e registrados."
270,M019,Crowdsourcing,Passo 2,Tipo de crowdsourcing e unidade de contribuição,"Defina qual tarefa você está pedindo ao público. Crowdsourcing é uma chamada aberta para voluntários contribuírem com informação ou ajudarem a resolver um problema. 

Escolha uma unidade de contribuição simples e padronizável: relato curto, microtarefa (classificar, transcrever, validar), evidência de campo, ou ciência cidadã (coleta de dados com protocolo).

Exemplo adequado: “registre um ponto do serviço em que você travou e qual documento ou informação faltou”, com campos fixos.Exemplo inadequado: “conte sua história” sem campos e sem unidade comparável.",Tipo de tarefa definido e unidade de contribuição padronizada.
271,M019,Crowdsourcing,Passo 3,Taxonomia e formulário com campos obrigatórios,"Desenhe a taxonomia e o formulário antes de divulgar. Essa etapa existe para reduzir ruído e permitir análise comparável.

Campos mínimos recomendados: tema, subtema, onde ocorre, etapa da jornada, gravidade simples, frequência e relato curto. Inclua exemplos de preenchimento na própria tela, para evitar respostas vagas.

Nota de Atenção: se você deixar “outros” como categoria dominante, a taxonomia está insuficiente e precisa ser refinada antes de escalar.",Taxonomia versionada e formulário pronto com campos obrigatórios e exemplos.
272,M019,Crowdsourcing,Passo 4,Salvaguardas e governança de dados,"Defina salvaguardas antes de abrir a coleta. Essa etapa existe para evitar reidentificação, exposição e uso indevido.

Regras práticas: não pedir nome, documento e contato no mecanismo principal; não coletar dados sensíveis; separar qualquer lista nominal em base distinta, com acesso restrito; definir retenção e descarte; definir protocolo de incidente.

Quando necessário, envolva jurídico, compliance e governança de dados para validar regras e transparência de uso.","Protocolo de privacidade e governança aprovado, com minimização e controles definidos."
273,M019,Crowdsourcing,Passo 5,Plataforma e experiência de participação,"Configure a plataforma para baixo atrito. Essa etapa existe para aumentar participação e reduzir abandono.

Regra prática: a pessoa deve conseguir contribuir em 1 a 3 minutos. 

Use instruções curtas, validações simples e mensagem de confirmação. Se o fluxo exigir cadastro ou texto longo, simplifique antes de publicar.","Instrumento configurado e testado, com fluxo simples e mensagens claras."
274,M019,Crowdsourcing,Passo 6,Construção de comunidade e plano de mobilização,"Planeje mobilização e papéis. Essa etapa existe porque participação não aparece sozinha e porque perfis com barreiras tendem a ficar de fora.

O Toolkit de crowdsourcing e ciência cidadã enfatiza a necessidade de construir comunidade e definir papéis para participantes e partes interessadas.

Defina canais de mobilização, apoio de acessibilidade e, se houver risco de exclusão digital, pontos de apoio para contribuição assistida.",Plano de mobilização definido e estratégia de inclusão registrada.
275,M019,Crowdsourcing,Passo 7,Capacitação rápida e protocolo de contribuição,"Treine participantes quando a tarefa exigir consistência. Essa etapa existe para reduzir variação e melhorar qualidade do dado.

Use capacitação curta e repetível: o que registrar, como registrar, o que não registrar, e exemplos de contribuição adequada e inadequada. Para ciência cidadã, use protocolo replicável e teste antes de iniciar coleta. ",Participantes orientados e protocolo de contribuição publicado com exemplos.
276,M019,Crowdsourcing,Passo 8,Piloto e calibração,"Execute um piloto pequeno antes de abrir em escala. Essa etapa existe para calibrar taxonomia, linguagem e campos obrigatórios.Teste com 10 a 30 contribuições. 

Meça: tempo de preenchimento, taxa de incompletos, categorias confusas e incidência de conteúdo indevido. Se ajustar taxonomia ou formulário, registre versão e data.","Piloto concluído, ajustes aplicados e versão estabilizada do instrumento."
277,M019,Crowdsourcing,Passo 9,Coleta pública e monitoramento operacional,"Abra a coleta por janela definida e monitore diariamente. Essa etapa existe para manter controle operacional e evitar surpresa.

Acompanhe: volume por dia, taxa de incompletos, picos por tema, incidentes de privacidade e dúvidas recorrentes. Se houver pico de ruído, aumente orientação e ajuste instruções, sem alterar campos sem versionar.",Coleta operando com monitoramento diário e registro de incidentes.
278,M019,Crowdsourcing,Passo 10,Moderação de entrada,"Aplique triagem objetiva para o que entra na base final. Essa etapa existe porque contribuições variam em completude e podem expor informações indevidas.

Regras mínimas: entra se tem campos obrigatórios e não contém dado pessoal; não entra se tem acusação identificável, dado sensível ou incompletude crítica. Toda recusa precisa de motivo padronizado.",Base com entradas válidas e lista de recusas com motivo padronizado.
279,M019,Crowdsourcing,Passo 11,Curadoria e limpeza com log,"Faça curadoria para estabilizar qualidade sem apagar rastreabilidade. Essa etapa existe para reduzir duplicidade e padronizar análise.

Regras: remover duplicatas, padronizar grafias, corrigir categoria apenas quando justificável, ocultar conteúdo indevido e registrar toda intervenção em log com data, regra aplicada e responsável.","Base limpa, com log de curadoria completo e regras aplicadas documentadas."
280,M019,Crowdsourcing,Passo 12,Validação por amostras e checagens de qualidade,"Valide uma amostra dos itens mais relevantes. Essa etapa existe para reduzir risco nos achados prioritários.Selecione amostras por risco e materialidade e valide por documentos, dados administrativos, inspeção pontual ou cruzamento com bases oficiais. 


Em ciência cidadã, inclua checagens de erro e consistência do protocolo.",Amostras validadas e grau de confiança registrado por achado prioritário.
281,M019,Crowdsourcing,Passo 13,Análise e síntese em achados,"Transforme a base em padrões e achados verificáveis. Essa etapa existe para sair de contribuições soltas e chegar a conclusões defensáveis.Produza leituras simples: frequências por tema, distribuição territorial, padrões por etapa da jornada, recorrência e gravidade. Registre limites de inferência, especialmente vieses de autoseleção.","Relatório analítico com padrões, limites e prioridades de aprofundamento."
282,M019,Crowdsourcing,Passo 14,Devolutiva e insumos de auditoria,"Feche o ciclo traduzindo resultados em insumos de auditoria. Essa etapa existe para reduzir frustração e vincular participação a encaminhamentos formais.

Entregáveis mínimos: nota metodológica, base exportável, log de versões e curadoria, achados com trilha de evidência, hipóteses auditáveis, pedidos de evidência e recomendações transformativas com plano de acompanhamento.",Devolutiva realizada e pacote de insumos de auditoria preparado.
283,M019,Crowdsourcing,Passo 15,Sustentação e melhoria contínua,"Avalie o ciclo e melhore o instrumento. Essa etapa existe porque projetos bem-sucedidos exigem adaptação, recursos e avaliação contínua. 


Regra prática: arquive versões, ajuste taxonomia e comunique mudanças. Se houver novo ciclo, defina janela e objetivos como novo projeto, não como “coleta infinita”.","Lições aprendidas registradas, versões arquivadas e plano do próximo ciclo definido."
284,M020,Crowdmapping Intermediado por OSCs,Passo 1,Enquadramento do Mapeamento,"Todo processo de Crowdmapping começa pela definição do problema, do território e do tipo de evidência que se deseja coletar. Essa etapa corresponde à preparação estratégica e existe para garantir que o mapa alimente hipóteses, critérios de materialidade, recortes territoriais e priorização por risco. O que se deseja alcançar é que o mapeamento produja evidências para a auditoria. Já o que se deseja evitar, é a utilização da ferramenta como um repositório de reclamações sem uso ou efeitos práticos.

Para isso, é necessário que você defina a pergunta orientadora e conecte a pergunta a um uso objetivo na auditoria.

Faça as seguintes perguntas:
• Quais hipóteses precisam ser testadas?
• Quais riscos serão observados?
• Quais recortes territoriais precisam ser comparados?

Em seguida, traduza as pergunta em unidades mapeáveis. São elas:

• Ponto (um local específico):
Exemplo: A intersecção de duas ruas;

• Rota (um trajeto):
Exemplo: O trajeto de alunos de uma escola até suas casas.

• Área (um perímetro aproximado):
Exemplo: o perímetro de 10km de realização de uma obra auditada.


Nota de Atenção:
Esse é um método que funciona como um projeto, então ele precisa ser planejado como ciclo. Essa etapa pode ser considerada o ponto de partida (kick-off) do método.","Hipóteses, recorte territorial, janela temporal e regra de “entra ou não entra” definidos."
285,M020,Crowdmapping Intermediado por OSCs,Passo 2,Seleção e qualificação das OSCs parceiras,"
Escolha OSCs que tenham presença territorial e capacidade de mobilização, mas sem transformar a parceria em “controle” do método. Esta etapa existe para viabilizar coleta mediada com qualidade e segurança.

Use critérios simples e verificáveis:
• presença e atuação no território do recorte;
• capacidade de facilitação com linguagem simples e acessibilidade;
• capacidade operacional para operar formulário, moderação e curadoria;
• compromisso com neutralidade na coleta (não induzir respostas);
• capacidade de proteger dados e lidar com incidentes.

",OSCs selecionadas com critérios registrados e pontos focais nomeados.
286,M020,Crowdmapping Intermediado por OSCs,Passo 3,Arranjo com OSCs e salvaguardas de autonomia,"Formalize o arranjo com OSCs por Acordo de Cooperação ou instrumento congênere. Esta etapa existe porque, com intermediação, a auditoria precisa de amarras para não perder autonomia, nem ficar dependente de uma única entidade.

No acordo, recomenda-se buscar as seguintes determinações:

1) Quem decide o quê: hipóteses, taxonomia, critérios de curadoria e critérios de validação são definidos pela equipe de auditoria. A OSC executa a coleta e operação conforme protocolo.

2) Acesso e custódia: a equipe de auditoria recebe exportações completas (CSV e GeoJSON) e também o log de curadoria. A OSC não entrega só painel ou mapa resumido.

3) Auditabilidade: toda mudança em dado (remover, ocultar, reclassificar) precisa gerar log com data, regra aplicada e responsável.

4) Independência: a equipe de auditoria pode replicar análises, contratar verificação adicional e trocar de parceiro sem perder o histórico (evitar dependência da plataforma).

5) Conflito de interesse: declarar e mitigar conflitos, inclusive quando a OSC atua em defesa do tema.

Exemplo hipotético de arranjo: um Mapa de Queimadas no Cerrado é uma plataforma administrada por rede de OSCs e recebe contribuições abertas de cidadãos, as quais são repassadas para a auditoria com regras de custódia e auditabilidade.","Acordo de Cooperação assinado, com governança, custódia, auditabilidade e cláusulas anti-dependência definidas."
287,M020,Crowdmapping Intermediado por OSCs,Passo 4,Governança de dados e privacidade,"Estabeleça salvaguardas antes de abrir a coleta. Esta etapa existe porque geolocalização pode expor pessoas e porque a intermediação exige regras claras de acesso e retenção.

Regras práticas obrigatórias:
• Não coletar nomes, documentos, telefone ou identificadores pessoais.
• Proibir fotos de pessoas e proibir descrição que identifique alguém.
• Definir retenção e controle de acesso aos dados brutos (quem pode ver e por quanto tempo).
• Definir o que a OSC pode publicar publicamente (apenas agregados e sínteses).

Nota de Atenção: se o tema envolve conflito territorial e risco de retaliação, use nível de localização menos preciso (por exemplo, área aproximada em vez de ponto exato).","Protocolo de governança e privacidade definido, com regras de minimização, retenção, acesso e publicação."
288,M020,Crowdmapping Intermediado por OSCs,Passo 5,Definir tipo de marcação e conceitos do mapa,"Defina, em linguagem simples, o que é ponto, rota e área. Esta etapa existe para reduzir erros de marcação e facilitar análise.

Use esta regra: ponto é um local específico, rota é um trecho percorrido, área é uma zona. Dê exemplos concretos no material de ajuda.

Exemplo simples (transporte público): ponto de ônibus com atraso recorrente é ponto. Trecho onde a linha atrasa sempre é rota. Bairro com muitos pontos problemáticos é área.","Tipos de marcação definidos e manual simples de “ponto, rota e área” pronto para uso."
289,M020,Crowdmapping Intermediado por OSCs,Passo 6,Taxonomia e campos obrigatórios,"Construa a taxonomia e transforme em campos do formulário. Esta etapa existe para permitir comparação e reduzir interpretação caso a caso. 

Nota de Atenção: Se o TCU determinar a taxonomia, aplique esses passos. Entretanto, se tratanto de arranjo com terceiros, a taxonomia pode ser co-criada com as OSCs envolvidas. 

Use poucos campos obrigatórios, por exemplo: categoria, gravidade, frequência e período do dia. Deixe relato livre como campo curto e opcional quando possível.

Exemplo de taxonomia suficiente (para transporte) 
• Categoria: atraso recorrente, lotação, falta de informação, acessibilidade, segurança.
• Gravidade: baixa, média, alta.
• Frequência: diário, semanal, raro.

Exemplo insuficiente:  problema e outros, porque tudo vira um balde só e não dá para priorizar.",Taxonomia versionada (v1.0) e dicionário de campos prontos.
290,M020,Crowdmapping Intermediado por OSCs,Passo 7,Desenho do instrumento com baixo atrito,"Com a taxonomia pronta, desenhe o instrumento de coleta: mapa e formulário. Esta etapa existe para garantir contribuição rápida e dado analisável.

Nota de Atenção: Se o TCU determinar o desenho, aplique esses passos. Entretanto, se tratanto de arranjo com terceiros, a desenho pode ser co-criado com as OSCs envolvidas. 


Realizar o desenho não significa desenvolver a plataforma, e sim, delimitar o fluxo de entrada das informações. 

Determine poucos passos, poucos campos obrigatórios e confirmação simples no final.

Exemplo bom (plataforma hipotética de ônibus): a pessoa escolhe “ponto”, toca no mapa, seleciona “atraso recorrente”, marca gravidade e horário, escreve uma frase curta e envia. Recebe “Contribuição recebida”.

Exemplo ruim: exigir login, pedir texto longo, pedir documento, ou abrir uma lista enorme de categorias confusas.","Protótipo funcional do mapa e formulário concluído, com campos, instruções e regras de submissão implementadas."
291,M020,Crowdmapping Intermediado por OSCs,Passo 8,Estratégia híbrida com OSCs,"Planeje participação híbrida desde o início. Esta etapa existe para reduzir exclusão digital e viés de autoseleção.

Defina como a OSC vai apoiar a coleta com pessoas: pontos de apoio, contribuição assistida e oficinas rápidas no território. Se houver risco de exclusão digital, a regra é: não abrir coleta apenas online sem apoio presencial.

Nota de Atenção: em contexto de conflito, use pontos de apoio em locais seguros e neutros e evite coleta que exponha lideranças.","Plano de participação híbrida definido, com locais, agenda e regras de segurança."
292,M020,Crowdmapping Intermediado por OSCs,Passo 9,Treinamento da OSC para coleta e operação,"Treine a equipe da OSC e mediadores. Esta etapa existe para padronizar o registro e reduzir indução.

Treine três itens obrigatórios:
1) Roteiro neutro de convite (sem sugerir resposta).
2) Regra de privacidade (não coletar dados pessoais, não registrar nomes).
3) Regra de classificação (como escolher categoria e quando usar “outro” como exceção).

O paper sobre implementação de crowdmapping destaca que desenho de tarefas, atribuição de papéis e estratégias de coleta são elementos-chave para gestão compartilhada com qualidade.","Equipe da OSC treinada, com roteiro neutro, regra de privacidade e regra de classificação aplicáveis."
293,M020,Crowdmapping Intermediado por OSCs,Passo 10,Teste alpha com usuárias reais,"Faça teste alpha com um núcleo composto dos membros do TCU e das OSCs. Esta etapa existe para encontrar falhas de compreensão antes de abrir a coleta ampla.

Selecione 10 a 20 pessoas. Peça para elas fazerem 2 envios cada: um ponto e uma rota. Observe onde travam, quanto tempo levam e quais campos confundem. Ajuste texto e taxonomia com base nisso.

Nota de Atenção: se metade das pessoas perguntar “o que é rota” ou “o que é gravidade”, o formulário está difícil. Simplifique.",Relatório de alpha com correções aplicadas e versão v1.1 do instrumento publicada.
294,M020,Crowdmapping Intermediado por OSCs,Passo 11,Teste beta no território com coleta assistida,"Rode beta (segunda versão) no território por curto período (por exemplo 7 a 14 dias). Esta etapa existe para testar volume real, duplicidade e riscos de privacidade.

Durante o beta, a OSC opera pontos de apoio e registra problemas operacionais. A equipe de auditoria acompanha métricas simples: volume por dia, taxa de entradas inválidas e categorias mais usadas.",Beta concluído com evidências de funcionamento e ajustes priorizados (v1.2).
295,M020,Crowdmapping Intermediado por OSCs,Passo 12,Coleta pública e operação em ciclos,"Defina junto à OSC a coleta por um período definido e trate como ciclo. Esta etapa existe porque crowdmapping não é um período pontual, e sim uma janela de coleta com ajustes.

Defina o ciclo com começo e fim. Se necessário, rode mais de um ciclo (coleta, ajuste, nova coleta). O Mapa de Conflitos Mineiros opera de forma regular e aberta, recebendo contribuições ao longo do tempo.","Coleta aberta e operando no ciclo definido, com monitoramento básico diário."
296,M020,Crowdmapping Intermediado por OSCs,Passo 13,Moderação de entrada,"Se a OSC moderar a plataforma: a OSC deve realizar a moderação de entrada para estabilizar qualidade, de forma transparente. Solicite os logs de moderação. 

Se o TCU moderar a plataforma: O TCU deve realizar a moderação de entrada para estabilizar qualidade, conforme o instrumento firmado junto à OSC. 

Esta etapa existe porque contribuições variam em completude e podem conter risco de exposição.


Use regra objetiva de triagem:
• Entra: marcação correta, categoria preenchida, sem dado pessoal, local coerente.
• Não entra: sem localização, sem categoria, com nomes, com acusação nominal, com endereço de pessoa.

Se não entrar, devolva para correção quando possível ou marque como inválida com motivo.",Base com entradas válidas e registro do que foi rejeitado e por quê.
297,M020,Crowdmapping Intermediado por OSCs,Passo 14,Curadoria e limpeza com log,"Faça curadoria e limpeza para reduzir duplicidades e registrar intervenções. Esta etapa existe para manter auditabilidade, especialmente quando a OSC faz a operação.

Regras objetivas:
• Remover duplicatas evidentes.
• Padronizar nomes e campos.
• Reclassificar categoria apenas quando justificável.
• Ocultar conteúdo sensível.

Obrigatório: registrar toda intervenção em log (o que mudou, quando e por qual regra).",Base limpa e log de curadoria concluído e entregue junto com a base.
